variable,x,fit,low,high
gestational_week,15.545454545454547,-2.5969485052828953,-2.660748532867924,-2.5331484776978668
gestational_week,15.727272727272727,-2.5916604721830816,-2.6555189550158422,-2.527801989350321
gestational_week,15.90909090909091,-2.5866286475543174,-2.650485148880974,-2.522772146227661
gestational_week,16.09090909090909,-2.5818253593003693,-2.6456275909363747,-2.518023127664364
gestational_week,16.272727272727273,-2.5772171035614653,-2.6409244371303453,-2.5135097699925852
gestational_week,16.454545454545453,-2.5727703764778336,-2.636355428286094,-2.509185324669573
gestational_week,16.636363636363637,-2.5684516741897023,-2.631901279342368,-2.5050020690370367
gestational_week,16.81818181818182,-2.5642274928373,-2.627543101591928,-2.5009118840826723
gestational_week,17.0,-2.560064328560855,-2.6232618491500337,-2.4968668079716765
gestational_week,17.18181818181818,-2.555928677500594,-2.6190377879210756,-2.4928195670801125
gestational_week,17.363636363636363,-2.5517870357967474,-2.6148499921540025,-2.4887240794394923
gestational_week,17.545454545454547,-2.547605899589542,-2.6106758796584226,-2.484535919520661
gestational_week,17.727272727272727,-2.5433517650192057,-2.6064908011501253,-2.480212728888286
gestational_week,17.90909090909091,-2.538991128225968,-2.6022677012859736,-2.475714555165962
gestational_week,18.09090909090909,-2.5344904853500556,-2.5979768682377262,-2.471004102462385
gestational_week,18.272727272727273,-2.529816332531698,-2.5935857850728783,-2.4660468799905177
gestational_week,18.454545454545453,-2.5249351659111228,-2.589059090231559,-2.4608112415906866
gestational_week,18.636363636363637,-2.519813481628558,-2.584358646993264,-2.4552683162638522
gestational_week,18.81818181818182,-2.5144177758242323,-2.5794437143067843,-2.4493918373416803
gestational_week,19.0,-2.5087145446383734,-2.5742712050079875,-2.4431578842687594
gestational_week,19.18181818181818,-2.50267028421121,-2.568796013270593,-2.4365445551518268
gestational_week,19.363636363636363,-2.49625149068297,-2.5629713916213563,-2.4295315897445833
gestational_week,19.545454545454547,-2.4894246601938805,-2.556749358958942,-2.422099961428819
gestational_week,19.727272727272727,-2.4821562888841724,-2.550081124270834,-2.4142314534975107
gestational_week,19.90909090909091,-2.474412872894071,-2.542917515439829,-2.4059082303483126
gestational_week,20.090909090909093,-2.4661609083638063,-2.535209407943699,-2.3971124087839137
gestational_week,20.272727272727273,-2.4573668914336055,-2.5269081537855254,-2.3878256290816857
gestational_week,20.454545454545453,-2.4479973182436976,-2.517966016267404,-2.3780286202199914
gestational_week,20.636363636363637,-2.43801868493431,-2.5083366210699807,-2.3677007487986397
gestational_week,20.81818181818182,-2.4273989778409875,-2.4979772704877887,-2.356820685194186
gestational_week,21.0,-2.4161312139237086,-2.4868784256845333,-2.345384002162884
gestational_week,21.18181818181818,-2.4042291797396618,-2.475058858785828,-2.3333995006934956
gestational_week,21.363636363636363,-2.3917072905221812,-2.4625408163336826,-2.32087376471068
gestational_week,21.545454545454547,-2.3785799615046033,-2.4493490852823534,-2.307810837726853
gestational_week,21.727272727272727,-2.3648616079202633,-2.435510866695399,-2.294212349145128
gestational_week,21.90909090909091,-2.3505666450024973,-2.421055670164667,-2.280077619840328
gestational_week,22.090909090909093,-2.335709487984641,-2.406015212150051,-2.2654037638192315
gestational_week,22.272727272727273,-2.3203045521000307,-2.3904232998975425,-2.250185804302519
gestational_week,22.454545454545453,-2.3043662525820006,-2.37431568114648,-2.2344168240175213
gestational_week,22.636363636363637,-2.2879090046638866,-2.3577298390530532,-2.21808817027472
gestational_week,22.81818181818182,-2.270947223579025,-2.3407047124462386,-2.2011897347118117
gestational_week,23.0,-2.2534953245607516,-2.3232803246682527,-2.1837103244532505
gestational_week,23.18181818181818,-2.2355677228424016,-2.3054973107735783,-2.165638134911225
gestational_week,23.363636363636363,-2.217178833657311,-2.2873963433298474,-2.1469613239847742
gestational_week,23.545454545454547,-2.198343072238814,-2.269017471214954,-2.127668673262674
gestational_week,23.727272727272727,-2.1790748538202482,-2.250399402136094,-2.1077503055044025
gestational_week,23.90909090909091,-2.1593885936349486,-2.2315787752448584,-2.087198412025039
gestational_week,24.090909090909093,-2.1392987069162506,-2.2125894813772913,-2.06600793245521
gestational_week,24.272727272727273,-2.1188196088974904,-2.1934620913884775,-2.0441771264065034
gestational_week,24.454545454545453,-2.0979657148120032,-2.174223445552025,-2.0217079840719814
gestational_week,24.636363636363637,-2.0767514398931235,-2.1548964394920005,-1.9986064402942465
gestational_week,24.81818181818182,-2.055191199374189,-2.1355000179687433,-1.9748823807796345
gestational_week,25.0,-2.033299408488535,-2.1160493623939387,-1.9505494545831312
gestational_week,25.18181818181818,-2.011090482469496,-2.0965562367365096,-1.9256247282024828
gestational_week,25.363636363636363,-1.9885788365504085,-2.0770294434106256,-1.9001282296901914
gestational_week,25.545454545454547,-1.9657788859646073,-2.057475337092256,-1.8740824348369585
gestational_week,25.727272727272727,-1.9427050459454296,-2.037898348953376,-1.847511742937483
gestational_week,25.90909090909091,-1.91937173172621,-2.0183014837249473,-1.820441979727473
gestational_week,26.090909090909093,-1.8957933585402835,-1.9986867641200978,-1.7928999529604692
gestational_week,26.272727272727273,-1.8719843416209878,-1.979055608841126,-1.7649130744008497
gestational_week,26.454545454545453,-1.8479590962016568,-1.959409140019933,-1.7365090523833806
gestational_week,26.636363636363637,-1.8237320375156267,-1.9397484228444148,-1.7077156521868386
gestational_week,26.81818181818182,-1.7993175807962325,-1.9200746443698342,-1.6785605172226308
gestational_week,27.0,-1.7747301412768115,-1.9003892405746532,-1.6490710419789698
gestational_week,27.181818181818183,-1.7499841341906976,-1.8806939812022772,-1.6192742871791181
gestational_week,27.363636363636363,-1.7250939747712275,-1.8609910214089884,-1.5891969281334666
gestational_week,27.545454545454547,-1.700074078251736,-1.841282928175315,-1.5588652283281572
gestational_week,27.727272727272727,-1.6749388598655603,-1.821572688161363,-1.5283050315697577
gestational_week,27.90909090909091,-1.6497027348460338,-1.8018637024048865,-1.4975417672871811
gestational_week,28.09090909090909,-1.6243801184264943,-1.7821597720909599,-1.4666004647620288
gestational_week,28.272727272727273,-1.5989854258402763,-1.7624650786169518,-1.4355057730636007
gestational_week,28.454545454545453,-1.573533072320716,-1.7427841603491383,-1.4042819842922936
gestational_week,28.636363636363637,-1.548037473101148,-1.7231218878077954,-1.3729530583945004
gestational_week,28.81818181818182,-1.5225130434149088,-1.7034834385054967,-1.341542648324321
gestational_week,29.0,-1.4969741984953346,-1.6838742722741975,-1.3100741247164718
bmi,20.703125,-3.033393195829365,-3.715865685900636,-2.350920705758094
bmi,20.967487373737374,-3.011727142919282,-3.6677945771660863,-2.3556597086724773
bmi,21.231849747474747,-2.990098570554407,-3.619829184460323,-2.3603679566484908
bmi,21.49621212121212,-2.968544959279948,-3.572044283707995,-2.365045634851901
bmi,21.760574494949495,-2.9471037896411136,-3.5245149101870576,-2.3696926690951696
bmi,22.02493686868687,-2.925812542183111,-3.477316394364082,-2.37430869000214
bmi,22.289299242424242,-2.904708697451149,-3.4305244048744514,-2.378892990027847
bmi,22.553661616161616,-2.8838297359904357,-3.38421500011602,-2.3834444718648515
bmi,22.81802398989899,-2.863213138346179,-3.338464690252634,-2.387961586439724
bmi,23.082386363636363,-2.8428963850635864,-3.2933505118185176,-2.3924422583086553
bmi,23.346748737373737,-2.822916956687867,-3.248950117582506,-2.3968837957932276
bmi,23.61111111111111,-2.803312333764228,-3.2053418848724076,-2.401282782656048
bmi,23.875473484848484,-2.7841199968378776,-3.1626050461605506,-2.4056349475152046
bmi,24.139835858585858,-2.7653774264540245,-3.1208198463297885,-2.4099350065782605
bmi,24.404198232323232,-2.7471221031578765,-3.080067731579969,-2.414176474735784
bmi,24.668560606060606,-2.7293915074946415,-3.040431575205867,-2.4183514397834163
bmi,24.93292297979798,-2.7122231200095275,-3.0019959451130647,-2.4224502949059903
bmi,25.197285353535353,-2.695654421247743,-2.9648474162693628,-2.4264614262261235
bmi,25.461647727272727,-2.6797228917544955,-2.929074927130569,-2.430370856378422
bmi,25.7260101010101,-2.6644660120749935,-2.8947701703920363,-2.4341618537579506
bmi,25.990372474747474,-2.6499212627544453,-2.8620279918133,-2.4378145336955908
bmi,26.254734848484848,-2.636126124338058,-2.8309467409743685,-2.4413055077017476
bmi,26.51909722222222,-2.623118077371041,-2.8016284667487543,-2.4446076879933276
bmi,26.783459595959595,-2.610934602398601,-2.7741787678617893,-2.447690436935413
bmi,27.04782196969697,-2.599613179965947,-2.7487059857166054,-2.450520374215289
bmi,27.312184343434346,-2.589191290618287,-2.7253192636009933,-2.4530633176355803
bmi,27.576546717171716,-2.579706414900829,-2.7041248265649815,-2.4552880032366766
bmi,27.840909090909093,-2.5711960333587807,-2.685219762108205,-2.4571723046093563
bmi,28.105271464646464,-2.563697626537351,-2.6686828101363047,-2.458712442938397
bmi,28.36963383838384,-2.557248674981747,-2.654562479056892,-2.459934870906602
bmi,28.63399621212121,-2.5518866592371774,-2.6428643242014536,-2.460908994272901
bmi,28.89835858585859,-2.5476490598488497,-2.633541020120964,-2.4617570995767353
bmi,29.16272095959596,-2.544573357361973,-2.6264896986699595,-2.4626570160539867
bmi,29.427083333333336,-2.542697032321754,-2.6215595751419203,-2.463834489501588
bmi,29.691445707070706,-2.5420575652734025,-2.6185692591737157,-2.4655458713730893
bmi,29.955808080808083,-2.542692436762125,-2.6173295284077995,-2.46805534511645
bmi,30.220170454545453,-2.5446391273331304,-2.6176662130155077,-2.471612041650753
bmi,30.48453282828283,-2.5479351175316265,-2.6194396269895304,-2.4764306080737226
bmi,30.7488952020202,-2.552617887902821,-2.6225600282257453,-2.482675747579897
bmi,31.013257575757578,-2.558710668975212,-2.6269932169191224,-2.490428121031302
bmi,31.277619949494948,-2.566099748167528,-2.632701029750336,-2.4994984665847197
bmi,31.541982323232325,-2.5745950253167966,-2.6396573422660103,-2.509532708367583
bmi,31.806344696969695,-2.5840055707739666,-2.6478601468433816,-2.5201509947045517
bmi,32.07070707070707,-2.5941404548899865,-2.657299734974042,-2.5309811748059308
bmi,32.33506944444444,-2.6048087480158055,-2.6679243520061378,-2.5416931440254733
bmi,32.59943181818182,-2.615819520502373,-2.6796104355747485,-2.552028605429997
bmi,32.86379419191919,-2.6269818427006366,-2.692146767927698,-2.561816917473575
bmi,33.12815656565657,-2.638104784961546,-2.7052381038517184,-2.570971466071374
bmi,33.39251893939394,-2.6490006719208545,-2.7185295978087467,-2.5794717460329624
bmi,33.656881313131315,-2.659571721277474,-2.7317504548069373,-2.5873929877480104
bmi,33.92124368686869,-2.669819292913509,-2.7447746571878144,-2.5948639286392035
bmi,34.18560606060606,-2.6797498563833715,-2.757516135249324,-2.601983577517419
bmi,34.44996843434343,-2.6893698812414724,-2.7699170595819123,-2.6088227029010325
bmi,34.71433080808081,-2.6986858370422246,-2.7819423183606786,-2.6154293557237707
bmi,34.97869318181819,-2.707704193340039,-2.793574811216362,-2.6218335754637163
bmi,35.24305555555556,-2.7164314196893278,-2.8048116944026695,-2.628051144975986
bmi,35.50741792929293,-2.724873985644502,-2.8156614751390925,-2.6340864961499117
bmi,35.771780303030305,-2.733038360759974,-2.826141780196751,-2.639934941323197
bmi,36.03614267676768,-2.740931014590155,-2.836277622610594,-2.645584406569716
bmi,36.30050505050505,-2.7485584166894568,-2.8461000146502067,-2.651016818728707
bmi,36.56486742424242,-2.755927036612291,-2.8556448049791388,-2.6562092682454437
bmi,36.8292297979798,-2.7630433439130697,-2.8649516462948545,-2.661135041531285
bmi,37.09359217171718,-2.769913808146204,-2.874063025263769,-2.665764591028639
bmi,37.35795454545455,-2.776544898866106,-2.8830233097898788,-2.670066487942333
bmi,37.62231691919192,-2.7829430856271875,-2.8918777903385444,-2.6740083809158306
bmi,37.886679292929294,-2.7891148379838597,-2.9006717123592876,-2.677557963608432
bmi,38.15104166666667,-2.7950666254905348,-2.909449315140098,-2.6806839358409715
bmi,38.41540404040404,-2.800804917701624,-2.9182529072500127,-2.683356928153235
bmi,38.67976641414141,-2.806336184171539,-2.927122018307594,-2.685550350035484
bmi,38.94412878787879,-2.811666894454692,-2.936092669646719,-2.687241119262665
bmi,39.208491161616166,-2.8168035181054942,-2.9451968019564547,-2.6884102342545337
bmi,39.472853535353536,-2.8217525246783577,-2.9544618869113344,-2.689043162445381
bmi,39.73721590909091,-2.826520383727694,-2.9639107342853155,-2.6891300331700725
bmi,40.001578282828284,-2.8311135648079144,-2.9735614890342883,-2.6886656405815406
bmi,40.26594065656566,-2.835538537473431,-2.983427797423366,-2.6876492775234966
bmi,40.53030303030303,-2.839801771278656,-2.9935191098881724,-2.6860844326691398
bmi,40.7946654040404,-2.843909735778,-3.0038410822141017,-2.683978389341898
bmi,41.05902777777778,-2.8478689005258753,-3.0143960358014836,-2.681341765250267
bmi,41.323390151515156,-2.8516857350766935,-3.0251834412826777,-2.6781880288707094
bmi,41.587752525252526,-2.8553667089848664,-3.036200396071687,-2.674533021898046
bmi,41.852114898989896,-2.8589182918048053,-3.0474420739977894,-2.670394509611821
bmi,42.11647727272727,-2.8623469530909222,-3.0589021327082015,-2.665791773473643
bmi,42.38083964646465,-2.865659162397629,-3.0705730711478423,-2.660745253647416
bmi,42.64520202020202,-2.868861389279337,-3.082446534690634,-2.65527624386804
bmi,42.90956439393939,-2.871960103290458,-3.0945135693031105,-2.6494066372778056
bmi,43.17392676767677,-2.8749617739854036,-3.106764828590027,-2.6431587193807804
bmi,43.438289141414145,-2.8778728709185857,-3.119190738942636,-2.6365550028945353
bmi,43.702651515151516,-2.880699863644416,-3.131781628556925,-2.629618098731907
bmi,43.967013888888886,-2.8834492217173056,-3.144527826067719,-2.622370617366892
bmi,44.23137626262626,-2.886127414691667,-3.1574197341682306,-2.614835095215103
bmi,44.49573863636364,-2.8887409121219116,-3.170447883015751,-2.6070339412280723
bmi,44.76010101010101,-2.8912961835624507,-3.183602967577548,-2.5989893995473534
bmi,45.02446338383838,-2.8937996985676966,-3.1968758724215833,-2.59072352471381
bmi,45.28882575757576,-2.8962579266920603,-3.210257686849329,-2.5822581665347917
bmi,45.553188131313135,-2.8986773374899544,-3.2237397127259224,-2.5736149622539863
bmi,45.817550505050505,-2.9010644005157897,-3.2373134668949364,-2.564815334136643
bmi,46.08191287878788,-2.903425585323978,-3.2509706796710227,-2.5558804909769335
bmi,46.34627525252526,-2.905767361468932,-3.264703290578291,-2.546831432359573
bmi,46.61063762626263,-2.908096198505062,-3.278503442237758,-2.5376889547723662
bmi,46.875,-2.9104185659867805,-3.2923634730949733,-2.5284736588785877
